time,joint1_angle,joint2_angle,joint1_ref,joint2_ref,joint1_error,joint2_error,joint1_torque,joint2_torque,ee_x,ee_y,ee_distance
0.0,2.000347743106788e-09,0.0,0.0,0.0,-2.000347743106788e-09,0.0,0.0,0.0,0.8,1.6002781944854305e-09,0.8
0.001,3.806986596860934e-09,-1.6940658945086007e-24,0.0,0.0,-3.806986596860934e-09,1.6940658945086007e-24,-1.0101776106166711e-05,0.0,0.8,3.0455892774887464e-09,0.8
0.002,5.434742731477137e-09,-3.3881317890172014e-24,0.0,0.0,-5.434742731477137e-09,3.3881317890172014e-24,-9.223601671957173e-06,8.555049707927379e-21,0.8,4.347794185181709e-09,0.8
0.003,6.901433374474198e-09,-1.6940658945086007e-24,0.0,0.0,-6.901433374474198e-09,1.6940658945086007e-24,-8.410630230425587e-06,8.639786883970699e-21,0.8,5.521146699579358e-09,0.8
0.004,8.223100572253847e-09,-1.6940658945086007e-24,0.0,0.0,-8.223100572253847e-09,1.6940658945086007e-24,-7.678706318813475e-06,-8.385558415181793e-21,0.8,6.578480457803077e-09,0.8
0.005,9.414183967992461e-09,-1.6940658945086007e-24,0.0,0.0,-9.414183967992461e-09,1.6940658945086007e-24,-7.0197546836211176e-06,8.478799802015547e-23,0.8,7.531347174393969e-09,0.8000000000000002
0.006,1.0487681648035641e-08,-1.6940658945086007e-24,0.0,0.0,-1.0487681648035641e-08,1.6940658945086007e-24,-6.426483985042556e-06,8.480493867910055e-23,0.8,8.390145318428511e-09,0.8000000000000002
0.007,1.1455294282880025e-08,-1.6940658945086007e-24,0.0,0.0,-1.1455294282880025e-08,1.6940658945086007e-24,-5.892335167384022e-06,8.482187933804564e-23,0.7999999999999998,9.16423542630402e-09,0.7999999999999998
0.008,1.2327554772264397e-08,-1.6940658945086007e-24,0.0,0.0,-1.2327554772264397e-08,1.6940658945086007e-24,-5.411405126075093e-06,8.483881999699072e-23,0.7999999999999998,9.862043817811518e-09,0.7999999999999998
0.009000000000000001,1.3113944918577844e-08,-1.6940658945086007e-24,0.0,0.0,-1.3113944918577844e-08,1.6940658945086007e-24,-4.9783806987919755e-06,8.485576065593581e-23,0.7999999999999998,1.0491155934862274e-08,0.7999999999999998
0.010000000000000002,1.3823000435605792e-08,0.0,0.0,0.0,-1.3823000435605792e-08,0.0,-4.5884796302022065e-06,8.48727013148809e-23,0.7999999999999998,1.1058400348484633e-08,0.7999999999999998
0.011000000000000003,1.4462405460307079e-08,1.6940658945086007e-24,0.0,0.0,-1.4462405460307079e-08,-1.6940658945086007e-24,-4.237397489630462e-06,-8.470160065953553e-21,0.7999999999999998,1.1569924368245664e-08,0.7999999999999998
0.012000000000000004,1.5039077617393747e-08,0.0,0.0,0.0,-1.5039077617393747e-08,0.0,-3.921259903286829e-06,-8.554880301337927e-21,0.7999999999999998,1.2031262093914998e-08,0.7999999999999998
0.013000000000000005,1.555924458134872e-08,0.0,0.0,0.0,-1.555924458134872e-08,0.0,-3.6365795638442383e-06,8.47048193847351e-21,0.7999999999999998,1.2447395665078977e-08,0.7999999999999998
0.014000000000000005,1.602851298602926e-08,1.6940658945086007e-24,0.0,0.0,-1.602851298602926e-08,-1.6940658945086007e-24,-3.380217538829331e-06,1.5246593050577407e-25,0.7999999999999998,1.2822810388823411e-08,0.7999999999999998
0.015000000000000006,1.6451930446982994e-08,1.6940658945086007e-24,0.0,0.0,-1.6451930446982994e-08,-1.6940658945086007e-24,-3.1493484478210516e-06,-8.554897241996873e-21,0.7999999999999998,1.3161544357586396e-08,0.7999999999999999
0.016000000000000007,1.683404138508833e-08,3.3881317890172014e-24,0.0,0.0,-1.683404138508833e-08,-3.3881317890172014e-24,-2.941429121539167e-06,-8.458471011281444e-23,0.7999999999999998,1.3467233108070665e-08,0.7999999999999999
